id,sale_date,car_brand,car_model,quantity_sold,price_per_unit,total_revenue
1584,2020-01,BMW,7 Series,29,82196,2383684
1585,2020-03,Mercury,Marauder,2,57879,115758
1586,2020-07,Lexus,ES,31,52265,1620215
1587,2020-04,Maybach,Landaulet,4,62641,250564
1588,2020-10,Chrysler,Town & Country,46,20773,955558
1589,2020-12,Toyota,Tundra,33,46846,1545918
1590,2020-06,Honda,Accord,29,91810,2662490
1591,2020-10,Mitsubishi,Eclipse,21,15683,329343
1592,2020-10,Dodge,Dakota,2,49653,99306
1593,2020-01,Honda,Odyssey,44,87727,3859988
1594,2020-02,Mercedes-Benz,400E,39,61474,2397486
1595,2020-12,Plymouth,Acclaim,17,63437,1078429
1596,2020-08,Toyota,Solara,17,42501,722517
1597,2020-10,Volkswagen,Routan,48,74725,3586800
1598,2020-09,Mitsubishi,Montero,34,18673,634882
1599,2020-09,Lincoln,Continental Mark VII,5,52604,263020
1600,2020-02,Infiniti,Q,1,78076,78076
1601,2020-08,Acura,RL,12,33065,396780
1602,2020-09,Aston Martin,V8 Vantage,7,37737,264159
1603,2020-07,Oldsmobile,Intrigue,24,27107,650568
1604,2020-10,Oldsmobile,Achieva,25,51506,1287650
1605,2020-12,Ford,F-Series Super Duty,41,18339,751899
1606,2020-07,GMC,Yukon XL 2500,45,41700,1876500
1607,2020-03,Ford,Mustang,29,10471,303659
1608,2020-09,Volkswagen,Touareg,50,77585,3879250
1609,2020-09,Chevrolet,Express 3500,34,79369,2698546
1610,2020-05,Buick,LaCrosse,39,86178,3360942
1611,2020-11,Dodge,Ram 1500,41,94724,3883684
1612,2020-03,Buick,LaCrosse,18,55798,1004364
1613,2020-05,Toyota,Tercel,47,54090,2542230
1614,2020-04,Pontiac,LeMans,17,93984,1597728
1615,2020-05,Audi,S8,21,59536,1250256
1616,2020-02,BMW,7 Series,26,64076,1665976
1617,2020-01,Chevrolet,Avalanche 2500,32,34077,1090464
1618,2020-02,Mitsubishi,Truck,12,27818,333816
1619,2020-07,Kia,Sedona,9,56375,507375
1620,2020-01,Mercedes-Benz,S-Class,14,52129,729806
1621,2020-03,Mercedes-Benz,SL-Class,31,70656,2190336
1622,2020-10,Mazda,Miata MX-5,4,43596,174384
1623,2020-02,BMW,M6,29,85889,2490781
1624,2020-07,Infiniti,QX,39,71987,2807493
1625,2020-05,Pontiac,Grand Prix,8,82727,661816
1626,2020-04,Mitsubishi,Eclipse,4,76991,307964
1627,2020-10,Mazda,MX-5,5,93773,468865
1628,2020-11,Honda,Accord,27,97322,2627694
1629,2020-02,Ford,Mustang,39,55042,2146638
1630,2020-12,Audi,A6,41,68467,2807147
1631,2020-09,Mercedes-Benz,SLS-Class,5,70202,351010
1632,2020-01,Nissan,Quest,33,46015,1518495
1633,2020-04,Subaru,SVX,6,81307,487842
1634,2020-12,Kia,Sedona,49,42078,2061822
1635,2020-12,Infiniti,FX,24,57916,1389984
1636,2020-10,Ford,Explorer Sport Trac,39,21757,848523
1637,2020-10,Jeep,Cherokee,30,34974,1049220
1638,2020-02,Ford,Ranger,43,26861,1155023
1639,2020-11,Chevrolet,2500,40,36686,1467440
1640,2020-04,Mazda,Protege,49,46046,2256254
1641,2020-02,Cadillac,DeVille,1,76094,76094
1642,2020-06,Land Rover,Discovery,37,99349,3675913
1643,2020-08,Suzuki,XL-7,27,10114,273078
1644,2020-10,Infiniti,M,3,69084,207252
1645,2020-02,Mazda,MPV,23,14076,323748
1646,2020-11,Hyundai,Tiburon,47,39913,1875911
1647,2020-09,Ford,Escort,20,23846,476920
1648,2020-04,Mercedes-Benz,CLS-Class,2,60950,121900
1649,2020-11,Mercury,Capri,14,82449,1154286
1650,2020-12,Toyota,Tercel,11,49479,544269
1651,2020-07,Chevrolet,Camaro,21,84066,1765386
1652,2020-10,Pontiac,LeMans,29,17915,519535
1653,2020-12,Chrysler,300,12,96907,1162884
1654,2020-06,Pontiac,GTO,26,81270,2113020
1655,2020-02,Porsche,928,24,46404,1113696
1656,2020-12,Chevrolet,Caprice,24,98151,2355624
1657,2020-05,Ford,Mustang,37,75703,2801011
1658,2020-07,Toyota,Corolla,46,71619,3294474
1659,2020-05,Isuzu,i-350,2,21780,43560
1660,2020-02,BMW,M5,28,67061,1877708
1661,2020-07,BMW,M3,7,44141,308987
1662,2020-10,Toyota,Ipsum,28,60455,1692740
1663,2020-12,Honda,Ridgeline,36,99901,3596436
1664,2020-03,Pontiac,Turbo Firefly,2,53188,106376
1665,2020-04,Nissan,Leaf,46,67752,3116592
1666,2020-03,Infiniti,G,3,43422,130266
1667,2020-08,GMC,Yukon XL 2500,16,28547,456752
1668,2020-11,Chrysler,Town & Country,21,58396,1226316
1669,2020-12,Mercury,Sable,22,17718,389796
1670,2020-09,Mercury,Grand Marquis,37,60960,2255520
1671,2020-05,Hummer,H1,38,36267,1378146
1672,2020-12,Chevrolet,Silverado,14,60901,852614
1673,2020-05,Mercury,Cougar,42,27416,1151472
1674,2020-01,Mercedes-Benz,SLK-Class,29,64490,1870210
1675,2020-12,BMW,7 Series,3,93171,279513
1676,2020-03,BMW,545,49,45668,2237732
1677,2020-06,Chevrolet,Impala,30,47220,1416600
1678,2020-02,Hyundai,Veracruz,50,42271,2113550
1679,2020-05,Dodge,Ram 3500,19,40583,771077
1680,2020-06,Cadillac,SRX,3,19916,59748
1681,2020-10,Isuzu,Trooper,28,17339,485492
1682,2020-02,Daewoo,Nubira,33,70220,2317260
1683,2020-12,Lincoln,Navigator L,50,34866,1743300
1684,2020-04,Honda,Pilot,42,20390,856380
1685,2020-11,Chrysler,Sebring,16,23846,381536
1686,2020-05,BMW,650,26,13040,339040
1687,2020-05,Maybach,57,37,52803,1953711
1688,2020-06,Toyota,Sequoia,6,52456,314736
1689,2020-05,Volkswagen,Touareg,9,65947,593523
1690,2020-04,GMC,Canyon,12,65750,789000
1691,2020-02,Mitsubishi,Chariot,3,52617,157851
1692,2020-02,Mercedes-Benz,SLK-Class,20,45287,905740
1693,2020-03,Nissan,Quest,32,26762,856384
1694,2020-02,Maybach,57,20,66705,1334100
1695,2020-05,Aston Martin,DB9,42,61480,2582160
1696,2020-10,Cadillac,SRX,19,56098,1065862
1697,2020-06,Mazda,B-Series,40,56712,2268480
1698,2020-07,Saab,9-3,29,53657,1556053
1699,2020-04,Lincoln,MKS,18,24696,444528
1700,2020-08,BMW,Alpina B7,12,42762,513144
1701,2020-02,Audi,4000CS Quattro,44,50405,2217820
1702,2020-09,Ford,E350,26,52822,1373372
1703,2020-09,Dodge,Ram 2500,28,12816,358848
1704,2020-03,GMC,Sierra Denali,33,27298,900834
1705,2020-09,Ford,F250,30,43188,1295640
1706,2020-10,Land Rover,Discovery,9,39401,354609
1707,2020-06,Chevrolet,Silverado 1500,40,13048,521920
1708,2020-02,Buick,Rendezvous,42,28558,1199436
1709,2020-07,Chevrolet,TrailBlazer,23,18323,421429
1710,2020-11,Chevrolet,Silverado 3500,22,54450,1197900
1711,2020-10,Ford,Econoline E150,7,40466,283262
1712,2020-10,Mazda,626,1,49315,49315
1713,2020-03,Jeep,Grand Cherokee,35,90074,3152590
1714,2020-03,Chevrolet,Cruze,24,49949,1198776
1715,2020-09,Jeep,Cherokee,7,19180,134260
1716,2020-06,Subaru,Legacy,27,32075,866025
1717,2020-06,Acura,Legend,7,73035,511245
1718,2020-04,Ford,Explorer,42,25630,1076460
1719,2020-12,Honda,CR-V,45,96233,4330485
1720,2020-04,Ford,Probe,48,38758,1860384
1721,2020-04,Dodge,Grand Caravan,30,28196,845880
1722,2020-08,Hyundai,Tiburon,5,47070,235350
1723,2020-08,Honda,CR-V,19,44181,839439
1724,2020-02,GMC,Yukon XL 1500,27,35714,964278
1725,2020-05,Chevrolet,Corsica,32,80015,2560480
1726,2020-03,Toyota,T100,9,49667,447003
1727,2020-12,Nissan,Quest,33,26168,863544
1728,2020-07,Subaru,Tribeca,27,96980,2618460
1729,2020-08,Pontiac,Trans Sport,34,36323,1234982
1730,2020-05,Mercury,Sable,21,41044,861924
1731,2020-01,Mercedes-Benz,CL-Class,12,44999,539988
1732,2020-04,Ford,LTD,33,89798,2963334
1733,2020-03,Volkswagen,Jetta,7,66474,465318
1734,2020-12,Pontiac,Safari,21,32200,676200
1735,2020-02,Jeep,Grand Cherokee,29,44900,1302100
1736,2020-06,Mitsubishi,Sigma,32,68498,2191936
1737,2020-05,Honda,CR-Z,24,50798,1219152
1738,2020-12,Oldsmobile,Intrigue,48,19791,949968
1739,2020-07,Lexus,GS,1,56085,56085
1740,2020-12,Honda,S2000,23,36800,846400
1741,2020-05,Mazda,Mazda3,22,11093,244046
1742,2020-08,Rolls-Royce,Phantom,6,86110,516660
1743,2020-04,Cadillac,Escalade,36,74858,2694888
1744,2020-02,Volkswagen,New Beetle,25,87394,2184850
1745,2020-06,Acura,ZDX,8,59053,472424
1746,2020-03,Pontiac,Firebird,15,49543,743145
1747,2020-11,Mitsubishi,Galant,17,25853,439501
1748,2020-04,Jeep,Wrangler,7,94629,662403
1749,2020-05,GMC,Sierra 3500HD,41,71204,2919364
1750,2020-12,Pontiac,Gemini,10,48934,489340
1751,2020-02,Lincoln,Continental,7,81602,571214
1752,2020-10,Mazda,CX-7,41,69416,2846056
1753,2020-11,BMW,7 Series,7,13171,92197
1754,2020-06,GMC,Jimmy,4,28967,115868
1755,2020-09,Ford,Crown Victoria,13,31544,410072
1756,2020-02,Mitsubishi,Sigma,18,66818,1202724
1757,2020-07,Volvo,S80,37,33297,1231989
1758,2020-09,Ford,Courier,30,89995,2699850
1759,2020-08,Maserati,Biturbo,2,71713,143426
1760,2020-07,Ford,Explorer Sport,14,35918,502852
1761,2020-01,Chevrolet,Monte Carlo,33,13119,432927
1762,2020-04,Oldsmobile,Bravada,42,74304,3120768
1763,2020-06,Infiniti,M,22,29704,653488
1764,2020-03,Ford,Club Wagon,3,11335,34005
1765,2020-03,Ford,Bronco,32,61843,1978976
1766,2020-07,Mitsubishi,Montero Sport,33,27271,899943
1767,2020-01,Dodge,Ram 2500 Club,20,99194,1983880
1768,2020-06,Cadillac,Escalade EXT,1,52064,52064
1769,2020-05,Lexus,ES,44,33221,1461724
1770,2020-12,Ford,Thunderbird,26,76868,1998568
1771,2020-09,Honda,Insight,19,94401,1793619
1772,2020-04,Infiniti,Q,18,28340,510120
1773,2020-01,Pontiac,Solstice,5,10950,54750
1774,2020-11,Volvo,S40,33,13046,430518
1775,2020-09,Mercedes-Benz,G55 AMG,14,84703,1185842
1776,2020-08,Maserati,Quattroporte,12,61892,742704
1777,2020-02,GMC,Safari,12,31909,382908
1778,2020-07,Audi,RS4,32,39956,1278592
1779,2020-06,BMW,M3,34,57746,1963364
1780,2020-05,Chevrolet,Camaro,10,37403,374030
1781,2020-08,Ford,Mustang,7,41651,291557
1782,2020-08,Nissan,Titan,46,22748,1046408
1783,2020-12,Buick,Century,1,90754,90754
1784,2020-03,Audi,RS6,19,36052,684988
1785,2020-03,Suzuki,Grand Vitara,40,16464,658560
1786,2020-08,Ford,Bronco,6,96974,581844
1787,2020-07,Kia,Rio,36,70690,2544840
1788,2020-08,Kia,Sephia,18,96628,1739304
1789,2020-09,Mercury,Villager,17,38597,656149
1790,2020-03,Land Rover,Range Rover,33,27114,894762
1791,2020-08,Chevrolet,Bel Air,36,56969,2050884
1792,2020-07,Buick,Century,40,31488,1259520
1793,2020-07,Acura,Integra,28,78860,2208080
1794,2020-10,Dodge,Stealth,48,81159,3895632
1795,2020-03,Hummer,H1,42,36212,1520904
1796,2020-08,Ford,LTD Crown Victoria,9,56498,508482
1797,2020-05,Mazda,626,41,15887,651367
1798,2020-10,Subaru,Legacy,8,37174,297392
1799,2020-10,Mazda,CX-7,12,20334,244008
1800,2020-04,Chevrolet,Lumina,34,49285,1675690
1801,2020-05,Bentley,Arnage,5,19540,97700
1802,2020-04,Ford,Focus ST,4,91049,364196
1803,2020-07,Cadillac,STS-V,33,98885,3263205
1804,2020-01,Porsche,911,35,27393,958755
1805,2020-01,GMC,Safari,28,57167,1600676
1806,2020-01,BMW,X5,8,93251,746008
1807,2020-10,Acura,TL,46,12649,581854
1808,2020-07,Infiniti,G,48,56708,2721984
1809,2020-08,Cadillac,Catera,40,87898,3515920
1810,2020-06,Chevrolet,HHR,20,74813,1496260
1811,2020-11,Nissan,Quest,9,93443,840987
1812,2020-03,Audi,Q5,9,83586,752274
1813,2020-12,Audi,A5,22,49603,1091266
1814,2020-09,Dodge,Intrepid,48,82312,3950976
1815,2020-08,Nissan,JUKE,30,67427,2022810
1816,2020-01,Cadillac,Sixty Special,43,69706,2997358
1817,2020-03,Suzuki,Samurai,2,88609,177218
1818,2020-08,Bentley,Mulsanne,38,57967,2202746
1819,2020-08,GMC,Sonoma,27,86576,2337552
1820,2020-01,Pontiac,Grand Am,41,60053,2462173
1821,2020-05,Hyundai,Veracruz,23,34161,785703
1822,2020-10,Chevrolet,Caprice,8,61460,491680
1823,2020-08,Lexus,GS,17,81224,1380808
1824,2020-10,Plymouth,Voyager,45,78965,3553425
1825,2020-01,Ford,LTD Crown Victoria,18,50468,908424
1826,2020-03,Isuzu,Trooper,15,31793,476895
1827,2020-08,Volkswagen,Corrado,38,91229,3466702
1828,2020-10,Suzuki,Grand Vitara,34,26062,886108
1829,2020-06,Chevrolet,Express,36,22935,825660
1830,2020-08,Honda,CR-V,46,80815,3717490
1831,2020-05,Mercedes-Benz,S-Class,20,82027,1640540
1832,2020-01,Honda,Pilot,38,88437,3360606
1833,2020-01,Ford,E250,25,73319,1832975
1834,2020-05,Land Rover,Range Rover,17,65049,1105833
1835,2020-11,Lincoln,Navigator,11,57855,636405
1836,2020-02,Mercedes-Benz,E-Class,18,68054,1224972
1837,2020-08,Mazda,626,34,79879,2715886
1838,2020-12,Mazda,MX-5,44,54753,2409132
1839,2020-03,Lotus,Elan,4,59510,238040
1840,2020-07,Nissan,Pathfinder,2,53682,107364
1841,2020-12,Rolls-Royce,Ghost,3,71288,213864
1842,2020-11,Nissan,Murano,15,84996,1274940
1843,2020-07,Buick,Regal,1,24797,24797
1844,2020-01,GMC,1500,21,49686,1043406
1845,2020-10,Toyota,Tundra,46,65933,3032918
1846,2020-02,Buick,Skyhawk,11,50501,555511
1847,2020-02,Austin,Mini,24,81383,1953192
1848,2020-10,Nissan,Stanza,38,79067,3004546
1849,2020-07,Honda,Insight,48,54595,2620560
1850,2020-12,Ford,E-Series,1,48940,48940
1851,2020-08,Nissan,Sentra,25,25760,644000
1852,2020-11,Cadillac,Escalade EXT,48,26406,1267488
1853,2020-11,Mazda,Protege,5,91463,457315
1854,2020-05,GMC,Savana 3500,40,59405,2376200
1855,2020-04,Dodge,Viper,29,17520,508080
1856,2020-09,Infiniti,G37,16,54650,874400
1857,2020-08,Chevrolet,Camaro,7,19748,138236
1858,2020-03,Dodge,Magnum,21,46338,973098
1859,2020-11,Mazda,Millenia,15,28628,429420
1860,2020-08,Lotus,Elan,26,26273,683098
1861,2020-07,Plymouth,Breeze,21,31133,653793
1862,2020-04,GMC,Yukon XL 2500,9,50694,456246
1863,2020-03,GMC,Sierra 2500,20,17059,341180
1864,2020-09,Nissan,370Z,12,53107,637284
1865,2020-09,Suzuki,Vitara,11,97409,1071499
1866,2020-02,Ford,Taurus,8,23275,186200
1867,2020-08,Lincoln,Town Car,42,59351,2492742
1868,2020-11,Mazda,CX-7,17,64410,1094970
1869,2020-06,Subaru,XT,40,71521,2860840
1870,2020-06,Volvo,XC90,37,36744,1359528
1871,2020-01,Mercury,Mystique,16,80535,1288560
1872,2020-11,Ford,F150,28,81756,2289168
1873,2020-06,Mercury,Sable,21,26843,563703
1874,2020-08,Honda,Insight,26,64052,1665352
1875,2020-12,Chevrolet,Express 3500,8,12695,101560
1876,2020-02,Chrysler,Pacifica,27,20328,548856
1877,2020-07,Land Rover,Defender,6,27852,167112
1878,2020-12,Pontiac,Torrent,50,63957,3197850
1879,2020-12,Volvo,V40,33,82414,2719662
1880,2020-07,Volkswagen,Scirocco,35,31827,1113945
1881,2020-10,Honda,Pilot,39,63605,2480595
1882,2020-10,Hummer,H1,11,93213,1025343
1883,2020-01,Ford,F-Series,43,88149,3790407
1884,2020-03,Toyota,Land Cruiser,43,38376,1650168
1885,2020-03,Mazda,RX-7,8,59365,474920
1886,2020-07,BMW,745,25,67427,1685675
1887,2020-12,Mitsubishi,Lancer,16,76292,1220672
1888,2020-12,Nissan,200SX,5,12500,62500
1889,2020-05,Lotus,Exige,45,41202,1854090
1890,2020-09,Lincoln,Aviator,22,73853,1624766
1891,2020-03,Volkswagen,New Beetle,15,93286,1399290
1892,2020-04,Audi,90,21,93404,1961484
1893,2020-03,Chevrolet,Equinox,4,18821,75284
1894,2020-04,Mitsubishi,Galant,9,41800,376200
1895,2020-12,Mazda,MX-5,28,80917,2265676
1896,2020-03,GMC,Yukon,5,99648,498240
1897,2020-12,Volvo,XC70,29,33682,976778
1898,2020-09,Cadillac,STS-V,1,43274,43274
1899,2020-04,Toyota,Celica,20,83496,1669920
1900,2020-07,Cadillac,Escalade,15,88704,1330560
1901,2020-01,Ford,Taurus,1,92213,92213
1902,2020-12,Lexus,LS,3,29096,87288
1903,2020-01,Isuzu,Stylus,17,11978,203626
1904,2020-03,Mazda,MX-5,50,62376,3118800
1905,2020-07,Chevrolet,Corvette,22,10227,224994
1906,2020-01,Isuzu,Ascender,43,15814,680002
1907,2020-11,Acura,Integra,43,92503,3977629
1908,2020-01,Infiniti,QX,47,39719,1866793
1909,2020-06,Chrysler,Sebring,39,14473,564447
1910,2020-09,Volkswagen,GTI,44,54159,2382996
1911,2020-10,Audi,80,20,76822,1536440
1912,2020-09,Toyota,T100 Xtra,9,90790,817110
1913,2020-01,Buick,LeSabre,45,87533,3938985
1914,2020-06,Hyundai,XG300,49,21408,1048992
1915,2020-12,Hyundai,Elantra,20,95086,1901720
1916,2020-05,Hyundai,Equus,35,81615,2856525
1917,2020-03,Ford,Bronco,48,25198,1209504
1918,2020-06,Hyundai,Tiburon,38,28953,1100214
1919,2020-10,Plymouth,Laser,24,81812,1963488
1920,2020-09,Acura,RSX,12,81543,978516
1921,2020-04,BMW,3 Series,31,98246,3045626
1922,2020-12,Buick,LeSabre,14,94006,1316084
1923,2020-10,Hyundai,Santa Fe,19,19716,374604
1924,2020-02,Mazda,Familia,45,59395,2672775
1925,2020-09,Oldsmobile,Achieva,32,87630,2804160
1926,2020-01,GMC,1500,5,85609,428045
1927,2020-09,Mercedes-Benz,M-Class,27,35040,946080
1928,2020-12,Cadillac,DTS,47,38888,1827736
1929,2020-06,Porsche,911,49,76843,3765307
1930,2020-02,Lexus,IS,38,64599,2454762
1931,2020-03,Chrysler,LHS,3,33741,101223
1932,2020-07,Mazda,B2600,19,94037,1786703
1933,2020-09,Ford,Explorer,50,10264,513200
1934,2020-04,Audi,S4,7,71014,497098
1935,2020-11,Honda,Insight,39,30839,1202721
1936,2020-01,Ford,F150,48,16847,808656
1937,2020-05,Toyota,Corolla,39,62993,2456727
1938,2020-09,Buick,Riviera,36,40241,1448676
1939,2020-01,GMC,Sonoma,7,93168,652176
1940,2020-08,Ford,Mustang,47,46742,2196874
1941,2020-12,Chevrolet,Express 2500,37,83412,3086244
1942,2020-07,Toyota,Tacoma,45,67392,3032640
1943,2020-02,Suzuki,Reno,21,54783,1150443
1944,2020-10,Mitsubishi,Galant,2,78637,157274
1945,2020-08,Citroën,2CV,46,27864,1281744
1946,2020-12,Dodge,Ram Van B150,1,85132,85132
1947,2020-12,GMC,Savana 1500,42,18609,781578
1948,2020-10,Mitsubishi,Montero,9,92531,832779
1949,2020-08,Bentley,Continental,15,40406,606090
1950,2020-09,Chevrolet,Lumina,50,73919,3695950
1951,2020-03,Mazda,RX-7,22,60497,1330934
1952,2020-03,BMW,Z4,43,78402,3371286
1953,2020-12,Jaguar,XJ Series,36,22120,796320
1954,2020-02,Volkswagen,Scirocco,10,90577,905770
1955,2020-03,Mercury,Sable,41,51684,2119044
1956,2020-07,Mitsubishi,Lancer Evolution,9,26880,241920
1957,2020-03,Acura,NSX,8,84930,679440
1958,2020-06,GMC,Sierra 3500,24,82135,1971240
1959,2020-09,Mazda,Mazdaspeed 3,28,81656,2286368
1960,2020-05,Aston Martin,V8 Vantage,8,19909,159272
1961,2020-07,Ford,ZX2,38,69951,2658138
1962,2020-12,Acura,Integra,6,25528,153168
1963,2020-07,Chrysler,Imperial,43,89705,3857315
1964,2020-09,Lexus,SC,31,86388,2678028
1965,2020-12,Chevrolet,Silverado 3500,15,41248,618720
1966,2020-04,MINI,MINI,5,45111,225555
1967,2020-10,Mazda,Miata MX-5,46,97702,4494292
1968,2020-01,GMC,Envoy,49,78972,3869628
1969,2020-09,Mercedes-Benz,SL-Class,31,75966,2354946
1970,2020-02,Maserati,Quattroporte,22,83419,1835218
1971,2020-11,Pontiac,Bonneville,32,32778,1048896
1972,2020-07,Mitsubishi,Chariot,15,21755,326325
1973,2020-04,Mazda,B-Series,24,18654,447696
1974,2020-12,Volkswagen,Golf,27,59200,1598400
1975,2020-09,Ford,Aspire,49,78271,3835279
1976,2020-08,Acura,TSX,34,80387,2733158
1977,2020-03,GMC,Safari,9,94530,850770
1978,2020-04,Saturn,VUE,17,62511,1062687
1979,2020-08,Oldsmobile,98,18,40171,723078
1980,2020-05,Ford,F150,41,67050,2749050
1981,2020-02,Chevrolet,3500,3,94987,284961
1982,2020-09,Daewoo,Lanos,1,86430,86430
1983,2020-01,Chevrolet,Caprice Classic,50,75843,3792150
1984,2020-09,Chevrolet,Monte Carlo,43,78979,3396097
1985,2020-02,Ford,F350,7,41420,289940
1986,2020-07,Chevrolet,Avalanche,48,16322,783456
1987,2020-09,Ford,Laser,19,93207,1770933
1988,2020-02,Subaru,Outback,15,19074,286110
1989,2020-08,Pontiac,G5,35,66834,2339190
1990,2020-11,Dodge,Charger,15,52738,791070
1991,2020-05,Audi,RS6,11,20620,226820
1992,2020-06,Chevrolet,TrailBlazer,3,30433,91299
1993,2020-10,Subaru,B9 Tribeca,49,48530,2377970
1994,2020-04,MINI,Clubman,47,88742,4170874
1995,2020-10,Acura,NSX,13,82910,1077830
1996,2020-04,Jeep,Grand Cherokee,34,56392,1917328
1997,2020-11,Toyota,RAV4,32,80552,2577664
1998,2020-02,Honda,Civic,27,46744,1262088
1999,2020-08,GMC,Jimmy,41,25782,1057062
2000,2020-05,Mercury,Mystique,44,82257,3619308
2001,2020-11,GMC,Envoy,44,74166,3263304
2002,2020-06,Volkswagen,GTI,32,88756,2840192
2003,2020-03,Hyundai,Genesis Coupe,1,61649,61649
2004,2020-10,Cadillac,Fleetwood,15,10580,158700
2005,2020-08,Ford,Taurus,32,60379,1932128
2006,2020-09,Lexus,RX,42,92296,3876432
2007,2020-10,BMW,M3,39,30603,1193517
2008,2020-04,Mercury,Tracer,50,39696,1984800
2009,2020-02,Ford,Laser,43,32649,1403907
2010,2020-11,Hyundai,Entourage,49,14493,710157
2011,2020-08,Honda,Civic Si,39,33746,1316094
2012,2020-08,Infiniti,M,46,69636,3203256
2013,2020-08,BMW,Z4 M,43,47550,2044650
2014,2020-03,Ford,F250,27,43526,1175202
2015,2020-12,Mazda,Mazda6,26,51818,1347268
2016,2020-07,Honda,Accord,9,13838,124542
2017,2020-12,Toyota,Avalon,45,66226,2980170
2018,2020-06,Jaguar,XJ Series,30,16402,492060
2019,2020-02,Saturn,VUE,36,48511,1746396
2020,2020-07,Lincoln,Town Car,33,15886,524238
2021,2020-08,Volvo,V50,23,72828,1675044
2022,2020-10,Chevrolet,Cobalt,16,36056,576896
2023,2020-03,Ford,Aerostar,44,67895,2987380
2024,2020-08,Volvo,S60,17,69368,1179256
2025,2020-02,Ram,Dakota,34,59580,2025720
2026,2020-03,GMC,Envoy,19,89380,1698220
2027,2020-06,Mitsubishi,Expo,40,39733,1589320
2028,2020-11,Ferrari,F430,45,90673,4080285
2029,2020-03,Hummer,H1,34,97416,3312144
2030,2020-01,Volkswagen,Phaeton,28,47584,1332352
2031,2020-05,Ford,Taurus,49,51052,2501548
2032,2020-04,Honda,Ridgeline,34,96592,3284128
2033,2020-08,Lexus,GS,13,82607,1073891
2034,2020-02,Chevrolet,Blazer,2,68567,137134
2035,2020-07,Pontiac,Tempest,1,81783,81783
2036,2020-04,Infiniti,G,34,29054,987836
2037,2020-10,Dodge,Ram Van 3500,48,25490,1223520
2038,2020-10,Volvo,S60,5,52544,262720
2039,2020-09,BMW,Z4,38,11831,449578
2040,2020-07,Spyker,C8,40,79530,3181200
2041,2020-08,Dodge,Ram 1500 Club,34,79991,2719694
2042,2020-10,Chevrolet,Tahoe,27,66240,1788480
2043,2020-03,Chevrolet,Express,28,87585,2452380
2044,2020-12,Mazda,Protege,4,66571,266284
2045,2020-06,Audi,S8,19,96629,1835951
2046,2020-04,GMC,Envoy XL,17,51677,878509
2047,2020-03,Toyota,RAV4,6,42785,256710
2048,2020-08,Chrysler,Concorde,47,44909,2110723
2049,2020-10,Chevrolet,Silverado 2500,13,71196,925548
2050,2020-07,Pontiac,Grand Prix,18,56146,1010628
2051,2020-11,Dodge,Intrepid,36,86635,3118860
2052,2020-03,Pontiac,Firebird,30,76956,2308680
2053,2020-01,Fairthorpe,Rockette,22,76043,1672946
2054,2020-05,Buick,Coachbuilder,15,46367,695505
2055,2020-08,Lexus,LS,48,39191,1881168
2056,2020-08,Nissan,Quest,45,25127,1130715
2057,2020-07,Cadillac,CTS,17,67901,1154317
2058,2020-08,Porsche,944,15,82985,1244775
2059,2020-04,GMC,3500,15,22332,334980
2060,2020-12,Dodge,Caliber,50,22409,1120450
2061,2020-08,Acura,RL,45,79421,3573945
2062,2020-01,Ford,Transit Connect,44,66415,2922260
2063,2020-09,Suzuki,Daewoo Magnus,8,29563,236504
2064,2020-01,Buick,Rainier,40,31710,1268400
2065,2020-05,Mercedes-Benz,300SE,29,17320,502280
2066,2020-07,Ford,E-Series,36,76694,2760984
2067,2020-10,Jeep,Liberty,44,29457,1296108
2068,2020-06,Land Rover,Discovery Series II,7,59465,416255
2069,2020-05,Saturn,S-Series,34,60517,2057578
2070,2020-12,Infiniti,G25,41,92892,3808572
2071,2020-04,Infiniti,G35,23,44673,1027479
2072,2020-08,Chevrolet,Malibu,21,67197,1411137
2073,2020-04,Dodge,Ram Van 1500,13,11317,147121
2074,2020-10,Bentley,Continental Super,26,59454,1545804
2075,2020-08,Buick,LaCrosse,13,30725,399425
2076,2020-03,Mitsubishi,Mirage,9,59573,536157
2077,2020-03,Audi,A4,8,21266,170128
2078,2020-12,Mazda,626,48,20733,995184
2079,2020-10,Subaru,Forester,17,71815,1220855
2080,2020-09,Pontiac,Vibe,28,18528,518784
2081,2020-12,Audi,A3,25,46237,1155925
2082,2020-12,Isuzu,Ascender,34,12244,416296
2083,2020-07,Subaru,Justy,21,59507,1249647
2084,2020-11,BMW,M3,38,75623,2873674
2085,2020-12,Honda,Prelude,9,19181,172629
2086,2020-10,Suzuki,SJ,32,28084,898688
2087,2020-10,Ford,E350,21,78672,1652112
2088,2020-12,BMW,525,13,33569,436397
2089,2020-02,Mercedes-Benz,G-Class,29,53162,1541698
2090,2020-12,Ford,F-Series,41,24954,1023114
2091,2020-08,Lincoln,Aviator,48,12454,597792
2092,2020-01,Buick,Coachbuilder,49,68682,3365418
2093,2020-08,Mercedes-Benz,E-Class,30,56096,1682880
2094,2020-01,Pontiac,Grand Prix,11,43681,480491
2095,2020-04,Hyundai,Santa Fe,14,27872,390208
2096,2020-05,Hyundai,Tiburon,13,85792,1115296
2097,2020-02,Ford,F250,5,60966,304830
2098,2020-01,Kia,Rio,45,25839,1162755
2099,2020-07,Dodge,Intrepid,47,68537,3221239
2100,2020-05,Mercedes-Benz,GL-Class,42,55406,2327052
